Date,INFY,BSOFT,BBOX,ACCELYA,HBLPOWER,BOSCHLTD,NCC,AUROPHARMA,NATCOPHARM,SHRIRAMFIN,HINDUNILVR,SBIN,DRREDDY,BHARTIARTL,ONGC,IN5Y,IN10Y,SMA_20,SMA_50,EMA_20,EMA_50,RSI,BB_High,BB_Low,BB_Mid,MACD,MACD_Signal,MACD_Diff,ATR,Stoch,Stoch_Signal,SMA_20_x_RSI,SMA_20_x_MACD,RSI_x_MACD,Inflation,GDP,Unemployment,Repo Rate,Corporate Tax rate,IIP,Exchange Rate
2010-01-01,-0.33758754501934500,-0.42656802706630900,-0.0837859158461073,-0.9594587818543070,0.11488830371403500,-1.0082132786552500,0.36869583776485000,-0.7860079919280950,-0.7718932805480090,-0.8721210817893630,-0.38483310815785900,-0.4282861615652170,-0.7506364212159760,-0.20982515096460300,-0.2311121303732570,-0.10673234811165900,0.15976578837306600,-0.7340745959032220,-0.687679150005348,-1.5385419477546600,-1.523922806506120,0.0313943282635264,-0.7727010979709130,-0.7257521605914440,-0.7340745959032220,-0.221319068355088,-0.2107332107741760,0.0426354498001854,-2.793845176276420,-1.6233028688877500,-1.586616199922090,-0.702522063468719,-0.0064183820521849,-0.2145418960676880,1.1428571428571400,0.5108873896840980,0.2838709677419360,-0.75,0.0,-0.8857692307692310,-1.259075757772270
2010-01-04,-0.33758754501934500,-0.42656802706630900,-0.0837859158461073,-0.9594587818543070,0.11488830371403500,-1.0082132786552500,0.36869583776485000,-0.7860079919280950,-0.7718932805480090,-0.8721210817893630,-0.38483310815785900,-0.4282861615652170,-0.7506364212159760,-0.20982515096460300,-0.2311121303732570,-0.09688013136289030,0.143872856545379,-0.7340745959032220,-0.687679150005348,-1.5385419477546600,-1.523922806506120,0.0313943282635264,-0.7727010979709130,-0.7257521605914440,-0.7340745959032220,-0.221319068355088,-0.2107332107741760,0.0426354498001854,-2.793845176276420,-1.6233028688877500,-1.586616199922090,-0.702522063468719,-0.0064183820521849,-0.2145418960676880,1.1428571428571400,0.5108873896840980,0.2838709677419360,-0.75,0.0,-0.8857692307692310,-1.259075757772270
2010-01-05,-0.3362251819560630,-0.41643318965014300,-0.08193553173797070,-0.9595233397877930,0.11347190112804700,-1.012833283450450,0.396623527226195,-0.7875673922312300,-0.7711776230799630,-0.8672803611466770,-0.3852533979399430,-0.4276728084941930,-0.7358064579678220,-0.19095148364509600,-0.1701588430411820,-0.13136288998358000,0.1647846089502300,-0.7340745959032220,-0.687679150005348,-1.5385419477546600,-1.523922806506120,0.0313943282635264,-0.7727010979709130,-0.7257521605914440,-0.7340745959032220,-0.221319068355088,-0.2107332107741760,0.0426354498001854,-2.793845176276420,-1.6233028688877500,-1.586616199922090,-0.702522063468719,-0.0064183820521849,-0.2145418960676880,1.1428571428571400,0.5108873896840980,0.2838709677419360,-0.75,0.0,-0.8857692307692310,-1.259075757772270
2010-01-06,-0.34218090875330100,-0.42645679547505,-0.0820236435805139,-0.9595233397877930,0.11488830371403500,-1.0193663922997600,0.4134852304375340,-0.7888498791931030,-0.7721980903134990,-0.8777069897891400,-0.3845117367884470,-0.4177552744827040,-0.7231188756284820,-0.20377829941962200,-0.12546909506702800,-0.10673234811165900,0.1923881221246340,-0.7340745959032220,-0.687679150005348,-1.5385419477546600,-1.523922806506120,0.0313943282635264,-0.7727010979709130,-0.7257521605914440,-0.7340745959032220,-0.221319068355088,-0.2107332107741760,0.0426354498001854,-2.793845176276420,-1.6233028688877500,-1.586616199922090,-0.702522063468719,-0.0064183820521849,-0.2145418960676880,1.1428571428571400,0.5108873896840980,0.2838709677419360,-0.75,0.0,-0.8857692307692310,-1.259075757772270
2010-01-07,-0.35121931982300200,-0.4234496729958390,-0.070921268102238,-0.9564897425448690,0.09081337787834570,-1.0129275663604300,0.4308740679058320,-0.7915752641438200,-0.7725956713978790,-0.8560346147464340,-0.38478368275162500,-0.42706011043499300,-0.7309749506384390,-0.19443323765570900,-0.12165981030269800,-0.08620689655172460,0.22919280635717300,-0.7340745959032220,-0.687679150005348,-1.5385419477546600,-1.523922806506120,0.0313943282635264,-0.7727010979709130,-0.7257521605914440,-0.7340745959032220,-0.221319068355088,-0.2107332107741760,0.0426354498001854,-2.793845176276420,-1.6233028688877500,-1.586616199922090,-0.702522063468719,-0.0064183820521849,-0.2145418960676880,1.1428571428571400,0.5108873896840980,0.2838709677419360,-0.75,0.0,-0.8857692307692310,-1.259075757772270
2010-01-08,-0.36069397070590600,-0.4256770202702940,-0.07849909904932690,-0.9568124604185870,0.11488830371403500,-0.9817806927371630,0.46143635537105500,-0.7904676354327390,-0.7724631462891130,-0.8407674319711960,-0.3842150974364960,-0.4320004716085130,-0.7288115410560970,-0.2103748526677580,-0.14832704470170000,-0.08620689655172460,0.22501045587620300,-0.7340745959032220,-0.687679150005348,-1.5385419477546600,-1.523922806506120,0.0313943282635264,-0.7727010979709130,-0.7257521605914440,-0.7340745959032220,-0.221319068355088,-0.2107332107741760,0.0426354498001854,-2.793845176276420,-1.6233028688877500,-1.586616199922090,-0.702522063468719,-0.0064183820521849,-0.2145418960676880,1.1428571428571400,0.5108873896840980,0.2838709677419360,-0.75,0.0,-0.8857692307692310,-1.259075757772270
2010-01-11,-0.35673145906931100,-0.4228928361772250,-0.03153417662882940,-0.9543920532891510,0.1219688473466850,-0.9833935988682640,0.4941064132348880,-0.7912838049628730,-0.7710450950921570,-0.835107094040996,-0.3841409206984570,-0.44559655201776400,-0.7262697284076150,-0.19608247557544400,-0.1459831567760470,-0.07635467980295640,0.20660811375993400,-0.7340745959032220,-0.687679150005348,-1.5385419477546600,-1.523922806506120,0.0313943282635264,-0.7727010979709130,-0.7257521605914440,-0.7340745959032220,-0.221319068355088,-0.2107332107741760,0.0426354498001854,-2.793845176276420,-1.6233028688877500,-1.586616199922090,-0.702522063468719,-0.0064183820521849,-0.2145418960676880,1.1428571428571400,0.5108873896840980,0.2838709677419360,-0.75,0.0,-0.8857692307692310,-1.259075757772270
2010-01-12,-0.34158134876974800,-0.42857270749955100,-0.017612151359713000,-0.9565220035631830,0.24942438748210100,-0.9909348096011380,0.47777153762881700,-0.7923258541255430,-0.7719330372169260,-0.8322026616553840,-0.3860939388754220,-0.4917581172340160,-0.7223416626382910,-0.2206364380976480,-0.22085509951874700,-0.07635467980295640,0.24592220828105400,-0.7340745959032220,-0.687679150005348,-1.5385419477546600,-1.523922806506120,0.0313943282635264,-0.7727010979709130,-0.7257521605914440,-0.7340745959032220,-0.221319068355088,-0.2107332107741760,0.0426354498001854,-2.793845176276420,-1.6233028688877500,-1.586616199922090,-0.702522063468719,-0.0064183820521849,-0.2145418960676880,1.1428571428571400,0.5108873896840980,0.2838709677419360,-0.75,0.0,-0.8857692307692310,-1.259075757772270
2010-01-13,-0.32654813429763400,-0.4276818534475590,-0.02069613667818350,-0.9529398100371140,0.22818165461118400,-0.9945895166694940,0.48145963751738600,-0.793754119985821,-0.7717209843751220,-0.8256488870435890,-0.3859208920105720,-0.5114490826559420,-0.7144645024261130,-0.2347455370188210,-0.20810901058447300,-0.07635467980295640,0.21999163529903900,-0.7340745959032220,-0.687679150005348,-1.5385419477546600,-1.523922806506120,0.0313943282635264,-0.7727010979709130,-0.7257521605914440,-0.7340745959032220,-0.221319068355088,-0.2107332107741760,0.0426354498001854,-2.793845176276420,-1.6233028688877500,-1.586616199922090,-0.702522063468719,-0.0064183820521849,-0.2145418960676880,1.1428571428571400,0.5108873896840980,0.2838709677419360,-0.75,0.0,-0.8857692307692310,-1.259075757772270
2010-01-14,-0.32557499580266900,-0.41843797191273300,-0.0041306498885852,-0.9540693200310660,0.17861589011958200,-0.9967901148658790,0.4872564277596370,-0.7887406128177050,-0.7706740299698840,-0.8227441771414580,-0.3891099509446080,-0.5248284851541570,-0.7107465538060020,-0.23602821859627300,-0.10129315979648300,-0.1075533661740560,0.16394813885403600,-0.7340745959032220,-0.687679150005348,-1.5385419477546600,-1.523922806506120,0.0313943282635264,-0.7727010979709130,-0.7257521605914440,-0.7340745959032220,-0.221319068355088,-0.2107332107741760,0.0426354498001854,-2.793845176276420,-1.6233028688877500,-1.586616199922090,-0.702522063468719,-0.0064183820521849,-0.2145418960676880,1.1428571428571400,0.5108873896840980,0.2838709677419360,-0.75,0.0,-0.8857692307692310,-1.259075757772270
